file,symbols_and_lines,components_and_lines,choices_and_lines,api_calls_and_lines,route_guards,state_and_subscriptions,flags,relative_dependencies
client/src/pages/admin/AdminPriceChangePage.jsx,AdminPriceChangePage:43,Card:130; Button:182; Button:186; Card:208; Badge:213,,GET/default ${…}${…}:17; POST /admin/price-change/preview:71; POST /admin/price-change/send:94,,localStorage.getItem waves_admin_token:19; ,,client/src/components/ui/index.js
client/src/pages/admin/AdsPage.jsx,Card:124; KpiCard:140; Badge:174; OverviewTab:247; EmptyState:381; CallBridgeTab:413; ServiceLinesTab:723; AdvisorTab:1027; CapacityTab:1641; SEODashboardTab:1875; SEOAdvisorTab:2666; RankingsTab:3247; BacklinksTab:3413; ContentQATab:3570; AIOverviewTab:3730; SEOFunnelTab:3878; CitationsTab:4021; SiteAuditTab:4160; AdsPage:4561,Card:142; EmptyState:266; KpiCard:289; KpiCard:290; KpiCard:295; KpiCard:306; Card:312; Badge:359; Card:383; Card:576; Card:584; KpiCard:596; KpiCard:597; KpiCard:598; KpiCard:603; Card:606; Card:674; Card:746; Card:811; Card:946; Card:1205; Card:1226; Card:1268; Card:1425; Card:1473; Card:1510; Card:1544; Card:1578; Card:1662; Card:1689; Card:1797; Card:1916; KpiCard:2041; KpiCard:2053; KpiCard:2065; KpiCard:2070; Card:2085; Card:2157; Card:2227; Card:2333; Card:2393; Card:2437; Card:2520; Card:2615; Card:2754; Card:2776; KpiCard:2826; KpiCard:2838; KpiCard:2843; KpiCard:2847; Card:2856; Card:2889; Card:2997; Card:3036; Card:3076; Card:3112; Card:3149; Card:3182; Card:3268; KpiCard:3302; KpiCard:3307; KpiCard:3308; KpiCard:3309; Card:3335; Card:3432; KpiCard:3454; KpiCard:3455; KpiCard:3456; KpiCard:3457; Card:3460; Card:3532; Card:3589; KpiCard:3608; Card:3617; Card:3659; Card:3749; KpiCard:3765; KpiCard:3766; KpiCard:3771; KpiCard:3776; Card:3783; Card:3818; Card:3899; KpiCard:3936; KpiCard:3940; KpiCard:3945; KpiCard:3946; KpiCard:3952; Card:3958; Card:4040; KpiCard:4064; KpiCard:4065; KpiCard:4070; KpiCard:4071; KpiCard:4072; Card:4075; Card:4093; Card:4192; Card:4279; KpiCard:4306; KpiCard:4311; KpiCard:4316; KpiCard:4330; KpiCard:4335; KpiCard:4340; KpiCard:4345; Card:4353; Card:4414; Card:4498; AdminCommandHeader:4572; Suspense:4582; PPCDashboardPage:4589; OverviewTab:4592; CallBridgeTab:4593; ServiceLinesTab:4594; AdvisorTab:4595; CapacityTab:4596,ppc-dashboard=PPC Dashboard:95; overview=Overview:96; call-bridge=Call Bridge:97; service-lines=Service Lines:98; advisor=AI Advisor:99; capacity=Capacity:100,GET/default ${…}${…}:46; POST ${…}${…}:54; GET/default /admin/ads/campaigns:252; GET/default /admin/ads/call-bridge?period=${…}:423; GET/default /admin/ads/service-lines?period=${…}:730; GET/default /admin/ads/advisor:1036; GET/default /admin/ads/advisor/history:1037; POST ${…}/admin/ads/advisor/apply:1092; GET/default /admin/ads/capacity-heatmap:1646; GET/default /admin/seo/dashboard?period=${…}:1885; GET/default /admin/seo/dashboard?period=${…}:1899; GET/default /admin/seo/advisor:2675; GET/default /admin/seo/advisor/history:2676; GET/default /admin/seo/rankings?days=${…}:3253; GET/default /admin/seo/backlinks:3417; GET/default /admin/seo/qa:3574; GET/default /admin/seo/ai-overview:3734; GET/default /admin/seo/funnel?days=${…}:3884; GET/default /admin/seo/citations:4025; GET/default /admin/seo/audit:4167; GET/default /admin/seo/audit:4179,,localStorage.getItem waves_admin_token:48; localStorage.getItem waves_admin_token:57; localStorage.getItem waves_admin_user:66; localStorage.getItem waves_admin_token:1095; ,,client/src/components/admin/AdminCommandHeader.jsx; client/src/lib/timezone.js; client/src/hooks/useRenderedTabBeacon.js; client/src/pages/admin/PPCDashboardPage.jsx
client/src/pages/admin/AgentActivityTab.jsx,StepRow:86; ActivityRow:132; AgentActivityTab:219,Link:75; Badge:151; StepRow:174; Link:183; ChevronUp:199; ChevronDown:199; Link:206; Select:263; Select:273; Select:285; Button:294; RefreshCw:295; Card:323; ActivityRow:342,,PUT /admin/notifications/${…}/read:126; GET/default /admin/agents/activity?hours=${…}:236,,; ,,client/src/components/ui/index.js; client/src/utils/admin-fetch.js; client/src/lib/timezone.js
client/src/pages/admin/AgentDecisionsPage.jsx,Chip:22; TextList:90; Field:99; Panel:109; AgentDecisionsPage:121,Chip:94; Icon:113; AdminCommandHeader:265; ShieldAlert:275; Chip:350; Chip:366; RefreshCw:406; Chip:432; Chip:453; Chip:454; Chip:455; Chip:462; Chip:463; Chip:464; Chip:465; Panel:474; Chip:492; Panel:504; Field:509; Field:510; Field:511; Field:512; Field:513; Field:514; Field:515; Field:516; Panel:521; Panel:543; Panel:569; Chip:573; Chip:574; Chip:575; CheckCircle2:625; Edit3:634; XCircle:643; Save:652; TextList:662; TextList:666; TextList:670; TextList:674; CheckCircle2:700; Edit3:704; XCircle:708,,GET/default /admin/agent-decisions?status=${…}&limit=100:143; GET/default /admin/agent-decisions/${…}/context:176; POST /admin/agent-decisions/${…}/review:214; POST /admin/agent-decisions/${…}/reply-training:238,,; ,,client/src/components/admin/AdminCommandHeader.jsx; client/src/hooks/useIsMobile.js; client/src/utils/admin-fetch.js
client/src/pages/admin/AgentEstimatePage.jsx,AgentInline:95; AgentResponse:103; SectionCard:113; TinyFact:128; LeadPicker:137; EvidencePanel:191; CustomerAccountPanel:260; DraftSummary:357; LearningPanel:503; AgentEstimatePage:606,React.Fragment:99; AgentInline:106; AgentInline:107; AgentInline:108; AgentInline:109; Search:144; TinyFact:198; TinyFact:199; TinyFact:200; ChevronDown:210; CheckCircle2:275; TinyFact:400; TinyFact:401; TinyFact:402; ExternalLink:431; MessageSquare:453; Send:461; MessageSquare:482; Send:492; ChevronDown:551; AdminCommandHeader:862; SectionCard:893; LeadPicker:894; SectionCard:910; TinyFact:912; TinyFact:913; TinyFact:914; TinyFact:915; CustomerAccountPanel:917; EvidencePanel:918; SectionCard:921; Sparkles:939; X:1031; AttachIcon:1045; Bot:1064; Bot:1079; AgentResponse:1083; PendingActionsCard:1085; SectionCard:1116; DraftSummary:1117; SectionCard:1134; CheckCircle2:1136; FileText:1137; Camera:1138; Phone:1139; LearningPanel:1144; Dialog:1150; DialogHeader:1151; DialogTitle:1152; X:1153; DialogBody:1155,,POST /admin/agent-estimate/memory:516; PATCH /admin/agent-estimate/memory/${…}:535; GET/default /admin/agent-estimate/lead/${…}:653; GET/default /admin/agent-estimate/memory:674; GET/default /admin/leads?${…}:737; POST /admin/estimates/${…}/send:799,,sessionStorage.getItem None:38; sessionStorage.setItem None:50; sessionStorage.removeItem None:52; useSearchParams None:610; ,agent_estimate:607,client/src/hooks/useFeatureFlag.js; client/src/components/admin/AdminCommandHeader.jsx; client/src/hooks/useIntelligenceBar.js; client/src/utils/admin-fetch.js; client/src/components/ui/index.js; client/src/components/admin/PendingActionsCard.jsx; client/src/components/admin/IntelligenceBarShell.jsx
client/src/pages/admin/AgentModelsTab.jsx,AgentModelsTab:35,Card:211; Card:219; Button:221; Button:243; ArrowRightLeft:244; Button:261; LaneModelCard:282; Card:300; Button:315; Button:318; Dialog:326; DialogHeader:327; DialogTitle:328; DialogBody:347; DialogFooter:378; Button:379; Button:382; Copy:383; PickModelDialog:389; MigrationSetDialog:390,all=All:28; changed=Changing:29; nobackup=No backup:30; unchecked=Unchecked:31; locked=Locked:32,GET/default /admin/agents/models:61,,; ,,client/src/components/ui/index.js; client/src/utils/admin-fetch.js; client/src/pages/admin/agents/hubParams.js; client/src/pages/admin/agents/LaneModelCard.jsx; client/src/pages/admin/agents/MigrationSetDialog.jsx; client/src/pages/admin/agents/PickModelDialog.jsx; client/src/pages/admin/agents/modelDraft.js
client/src/pages/admin/AgentOpsPage.jsx,Chip:65; AgentCard:108; Kpi:145; ActionButton:154; TaskRow:195; SourceRow:265; MetricCell:283; LeadConversionPanel:292; AgentOpsPage:316,Icon:128; Chip:132; Link:177; Chip:215; ActionButton:243; Link:256; ExternalLink:258; Icon:271; CalendarClock:297; MetricCell:301; MetricCell:302; MetricCell:303; MetricCell:304; MetricCell:305; MetricCell:306; AdminCommandHeader:407; Link:426; Kpi:434; Kpi:435; Kpi:436; Kpi:437; AgentCard:442; TaskRow:474; LeadConversionPanel:487; SourceRow:491,,GET/default /admin/agents/overview:329; GET/default <computed>:373,,; ,,client/src/components/admin/AdminCommandHeader.jsx; client/src/utils/admin-fetch.js
client/src/pages/admin/AgentQueueTab.jsx,StatTile:44; AgentQueueTab:55,StatTile:93; StatTile:94; StatTile:95; RefreshCw:107; Card:126; Badge:136; Badge:142; Badge:143; Badge:144; CardBody:149; Badge:158,,GET/default /admin/agents/queue:65,,; ,,client/src/components/ui/index.js; client/src/utils/admin-fetch.js
client/src/pages/admin/AgentShadowDraftsPage.jsx,Chip:42; Bubble:76; ScorePills:99; DraftCard:118; IntentScoreCard:157; GraduationNote:193; IntentModeCard:231; VoiceProfileSection:317; SealedRunRow:428; SealedExamSection:450; ProposalCard:552; PathologySection:598; AgentShadowDraftsPage:636,Chip:125; Chip:126; Chip:127; Bubble:132; Bubble:133; Bubble:134; ScorePills:141; Chip:242; GraduationNote:277; Chip:341; Chip:343; Chip:416; Chip:419; Chip:421; Chip:434; Chip:435; Chip:436; Chip:480; SealedRunRow:529; SealedRunRow:537; Chip:559; ProposalCard:630; IntentModeCard:931; VoiceProfileSection:944; SealedExamSection:946; IntentScoreCard:951; PathologySection:956; DraftCard:1001,,GET/default /admin/agents/shadow-drafts${…}:657; GET/default /admin/agents/shadow-scores:658; GET/default /admin/agents/intent-modes:659; GET/default /admin/agents/voice-profiles:669; GET/default /admin/agents/sealed-eval:676; GET/default /admin/agents/pathology:683; POST /admin/agents/voice-profiles/${…}/review:710; GET/default /admin/agents/voice-profiles:714; GET/default /admin/agents/sealed-eval:735; GET/default /admin/agents/sealed-eval:745; POST /admin/agents/sealed-eval/seal:759; POST /admin/agents/sealed-eval/runs:777; POST /admin/agents/sealed-eval/runs:793; POST /admin/agents/pathology/proposals/${…}/review:815; GET/default /admin/agents/pathology:819; PUT /admin/agents/intent-modes/${…}:836; GET/default /admin/agents/intent-modes:848; PUT /admin/agents/intent-modes/${…}:871; GET/default /admin/agents/intent-modes:878,,; setInterval None:733,,client/src/utils/admin-fetch.js
client/src/pages/admin/AgentsHubPage.jsx,OverviewTab:96; AgentsHubPage:100,AgentControlCenterTab:97; AgentOpsPage:97; AdminCommandHeader:166; OverviewTab:192; AgentActivityTab:194; AutoDispatchPage:196; AgentDecisionsPage:198; PendingDraftsTab:200; AgentShadowDraftsPage:202; AgentModelsTab:204; AgentQueueTab:206; DataHygienePage:208,,GET/default /admin/agents/control/hub:108,,useSearchParams None:101; ,,client/src/components/admin/AdminCommandHeader.jsx; client/src/pages/admin/AgentOpsPage.jsx; client/src/pages/admin/AgentDecisionsPage.jsx; client/src/pages/admin/AgentShadowDraftsPage.jsx; client/src/pages/admin/PendingDraftsTab.jsx; client/src/pages/admin/DataHygienePage.jsx; client/src/pages/admin/AgentActivityTab.jsx; client/src/pages/admin/AgentModelsTab.jsx; client/src/pages/admin/agents/AgentControlCenterTab.jsx; client/src/pages/admin/AgentQueueTab.jsx; client/src/pages/admin/AutoDispatchPage.jsx; client/src/lib/adminAuth.js; client/src/utils/admin-fetch.js; client/src/hooks/useRenderedTabBeacon.js; client/src/pages/admin/agents/hubParams.js
client/src/pages/admin/AssessmentsHubPage.jsx,AssessmentsHubPage:34,AdminCommandHeader:64; Suspense:75; LawnAssessmentPanel:82; PhotoAssessmentsPage:85,,,,useSearchParams None:39; ,,client/src/components/admin/AdminCommandHeader.jsx; client/src/pages/admin/PhotoAssessmentsPage.jsx; client/src/hooks/useRenderedTabBeacon.js; client/src/pages/admin/LawnAssessmentPanel.jsx
client/src/pages/admin/AutoDispatchPage.jsx,Chip:23; HeaderButton:27; ErrorNotice:33; Policy:37; Placement:48; Decision:56; RunDetails:118; AutoDispatchPage:136,Icon:29; Chip:85; Link:89; Placement:94; Placement:95; Link:97; ErrorNotice:104; ErrorNotice:113; ErrorNotice:121; HeaderButton:121; Chip:126; ErrorNotice:129; Policy:130; Decision:132; HeaderButton:196; HeaderButton:197; AdminCommandHeader:199; Link:203; Policy:208; ErrorNotice:212; ErrorNotice:214; Chip:222; ChevronRight:225; RunDetails:230,refresh=Refresh:200,PATCH /admin/auto-dispatch/services/${…}/${…}:76; GET/default /admin/auto-dispatch/runs?limit=50:160; GET/default /admin/auto-dispatch/runs/${…}:170; POST /admin/auto-dispatch/run:182,,useSearchParams None:137; ,,client/src/components/admin/AdminCommandHeader.jsx; client/src/utils/admin-fetch.js; client/src/lib/timezone.js
client/src/pages/admin/AutonomousContentReviewPage.jsx,AutonomousContentReviewPage:35,Bot:304; RefreshCw:312; PillTab:324; PillTab:327; PillTab:330; PillTab:333; PhoneFrame:341; AlertTriangle:349; ContentTab:356; LinksTab:380; ImpactTab:398,,GET/default ${…}${…}:13; GET/default /admin/content/autonomous/review?status=${…}&limit=50&offset=${…}&actionType=${…}:85; GET/default /admin/content/internal-links?status=all&limit=100:120; GET/default /admin/content/autonomous/impact?limit=100:136; GET/default /admin/content/autonomous/review/${…}:181; GET/default /admin/content/internal-links/${…}:207; POST /admin/content/autonomous/review/${…}/decision:229; POST /admin/content/internal-links/${…}/decision:251,,localStorage.getItem waves_admin_token:16; setInterval None:152,,client/src/components/ui/index.js; client/src/pages/admin/autonomous-content/shared.jsx; client/src/pages/admin/autonomous-content/ActivityTab.jsx; client/src/pages/admin/autonomous-content/LinksTab.jsx; client/src/pages/admin/autonomous-content/ImpactTab.jsx
client/src/pages/admin/BankingPage.jsx,Badge:124; PayoutsTab:180; CashFlowTab:549; CashFlowTooltip:772; SummaryCard:794; ReconciliationTab:833; ExportsTab:1102; PayoutModal:1389; BankingPage:1735,Fragment:289; Badge:325; ResponsiveContainer:668; BarChart:669; CartesianGrid:673; XAxis:674; YAxis:679; Tooltip:684; CashFlowTooltip:684; Legend:685; Bar:686; Bar:692; SummaryCard:746; SummaryCard:751; SummaryCard:756; SummaryCard:761; Badge:1371; Icon:1568; AdminCommandHeader:1800; PayoutsTab:2023; CashFlowTab:2024; ReconciliationTab:2025; ExportsTab:2026; PayoutModal:2029,payouts=Payouts:171; cashflow=Cash Flow:172; reconciliation=Reconciliation:173; exports=Exports:174; this_month=This Month:1236; last_month=Last Month:1237; this_quarter=This Quarter:1238; ytd=YTD:1239; standard=Standard:1527; instant=Instant:1533,GET/default ${…}${…}:47; GET/default ${…}${…}:69; GET/default /admin/banking/payouts?limit=20&page=${…}:197; GET/default /admin/banking/payouts/${…}:230; GET/default /admin/banking/cash-flow?start_date=${…}&end_date=${…}&period=${…}:570; GET/default /admin/banking/reconciliation:844; POST /admin/banking/reconciliation/${…}:866; GET/default /admin/banking/payouts?limit=5&page=1&start_date=${…}&end_date=${…}:1142; POST <computed>:1448; GET/default /admin/banking/balance:1752; GET/default /admin/banking/stats:1769,,localStorage.getItem waves_admin_token:49; localStorage.getItem waves_admin_token:71; ,,client/src/lib/timezone.js; client/src/components/admin/AdminCommandHeader.jsx; client/src/hooks/useIsMobile.js; client/src/lib/reportError.js
client/src/pages/admin/BillingRecoveryPage.jsx,StatCard:100; VisitRow:125; BillingRecoveryPage:172,Card:102; CardBody:103; TR:129; TD:130; TD:131; TD:135; TD:141; TD:142; Button:153; Button:163; AdminCommandHeader:249; Select:256; StatCard:269; StatCard:270; StatCard:271; StatCard:272; Card:279; CardHeader:280; CardTitle:280; CardBody:281; Table:283; THead:284; TR:284; TH:284; TBody:285; VisitRow:287; Card:298; CardHeader:299; CardTitle:300; CardBody:303; Table:304; THead:305; TR:305; TH:305; TBody:306; VisitRow:308; Card:316; CardHeader:317; CardTitle:317; CardBody:318; StatCard:320; StatCard:321; StatCard:322; StatCard:323; Table:326; THead:327; TR:327; TH:327; TBody:328; TR:330; TD:331; TD:332; Badge:332; TD:333; TD:334; Card:345; CardHeader:346; CardTitle:347; CardBody:352; Table:354; THead:355; TR:355; TH:355; TBody:356; TR:358; TD:359; TD:367; Badge:370; TD:374; Dialog:389; DialogHeader:390; DialogTitle:390; DialogBody:391; Select:396; Textarea:399; DialogFooter:401; Button:402; Button:403,,GET/default ${…}${…}:83; GET/default /admin/billing-recovery/leaks?days=${…}:189; GET/default /admin/billing-recovery/aging:190; GET/default /admin/billing-recovery/at-risk-mrr:193; POST /admin/billing-recovery/${…}/bill:216; POST /admin/billing-recovery/${…}/dismiss:230,,localStorage.getItem waves_admin_token:85; ,,client/src/components/admin/AdminCommandHeader.jsx; client/src/components/ui/index.js
client/src/pages/admin/BlogPage.jsx,Card:134; PostList:160; PostEditor:384; AstroPublishPanel:1680; AuditTab:2046; GenerateTab:2514; BlogPage:2916,Card:267; Card:706; Card:919; Card:1258; Card:1474; AstroPublishPanel:1619; Card:1695; Card:2067; Card:2090; Card:2155; Card:2257; Card:2338; Card:2380; Card:2564; Card:2614; Card:2678; Card:2759; Card:2818; Card:2847; AdminCommandHeader:3003; PostEditor:3004; AdminCommandHeader:3018; GenerateTab:3038; AuditTab:3040; Suspense:3042; ContentCalendar:3049; Suspense:3052; AutonomousContentReviewPage:3059; Suspense:3062; ContentRegistryPage:3069; PostList:3108,blog_post=Blog Post:2433; page_refresh=Page Refresh:2438; pest_pressure=Pest Pressure Report:2443; gbp_post=GBP Post:2448; service_page=Service Page:2453; posts=Posts:2888; generate=Generate:2889; calendar=Calendar:2890; audit=Audit:2891; autopilot=Autopilot:2892; registry=Registry:2893; published=Published:2901; draft=Drafts:2902; queued=Queued:2903; idea=Ideas:2904,GET/default ${…}${…}:63; POST ${…}${…}:71; PUT ${…}${…}:81; GET/default <computed>:174; GET/default /admin/content/authors:405; GET/default ${…}/public/service-areas:408; POST ${…}/admin/content/blog/${…}/regenerate-image:447; GET/default /admin/content/blog/audit:2051; GET/default /admin/content/weather:2523; GET/default /admin/content/blog/analytics:2983,,localStorage.getItem waves_admin_token:65; localStorage.getItem waves_admin_token:74; localStorage.getItem waves_admin_token:84; localStorage.getItem waves_admin_token:452; useSearchParams None:2920; ,,client/src/hooks/useRenderedTabBeacon.js; client/src/components/admin/AdminCommandHeader.jsx; client/src/pages/admin/AutonomousContentReviewPage.jsx; client/src/pages/admin/ContentRegistryPage.jsx; client/src/pages/admin/ContentCalendar.jsx
client/src/pages/admin/CallLogTabV2.jsx,StatButton:308; SandyTransferCard:341; CallLogTabV2:390,Badge:357; Row:365; Row:366; Row:367; Row:369; Row:372; Row:381; Row:383; Button:915; StatButton:921; StatButton:928; StatButton:937; StatButton:946; Card:959; CardBody:960; Voicemail:963; Button:989; Badge:1020; Badge:1026; Button:1035; PhoneCall:1042; Button:1045; MessageSquare:1051; AuthenticatedCallAudio:1065; Card:1121; CardBody:1123; Card:1148; CardBody:1149; Card:1176; CardBody:1177; Card:1227; CardBody:1229; Select:1241; Input:1262; Button:1330; Card:1350; CardBody:1352; Input:1359; Badge:1448; Badge:1450; Button:1469; PhoneCall:1476; Button:1486; MessageSquare:1492; Button:1503; Button:1618; CheckCircle2:1625; Button:1628; XCircle:1635; AuthenticatedCallAudio:1666; CallTranscriptSync:1718; SandyTransferCard:1736; CallIntelligencePanel:1737,,GET/default ${…}${…}:135; GET/default /ai/admin/calls?id=${…}:527; GET/default /ai/admin/calls${…}:557; GET/default /ai/admin/calls/route-calibration?days=30:558; GET/default /admin/call-recordings/stats:559; POST /admin/call-recordings/process/${…}:622; POST /admin/communications/call:641; POST /admin/communications/call:680; POST /admin/call-recordings/process/${…}${…}:741; POST /ai/admin/calls/${…}/route-feedback:781; GET/default ${…}/admin/customers?search=${…}&limit=8:1278,,localStorage.getItem waves_admin_token:137; localStorage.getItem waves_admin_token:1282; window.addEventListener hashchange:501,,client/src/components/ui/index.js; client/src/components/admin/AuthenticatedCallAudio.jsx; client/src/components/admin/CallTranscriptSync.jsx; client/src/components/admin/CallIntelligencePanel.jsx; client/src/pages/admin/CommunicationsPage.jsx; client/src/lib/callProcessResult.js
client/src/pages/admin/CallRecordingsPanel.jsx,CallRecordingsPanel:225; RecordingDetail:672,RecordingDetail:592; AuthenticatedCallAudio:1021,,GET/default ${…}${…}:86; GET/default /admin/call-recordings/stats:235; GET/default /admin/call-recordings/recordings?limit=30:236; POST /admin/call-recordings/process-all:260; POST /admin/call-recordings/process/${…}${…}:283; POST /admin/call-recordings/process/${…}?operator=true:715; GET/default /admin/call-recordings/recording/${…}:733; POST /admin/call-recordings/synopsis/${…}:760,,localStorage.getItem waves_admin_token:88; ,,client/src/components/admin/AuthenticatedCallAudio.jsx; client/src/utils/format-address.js; client/src/lib/callProcessResult.js
client/src/pages/admin/CommercialProposalPage.jsx,CommercialProposalPage:186,Loader2:950; Button:961; ArrowLeft:962; AdminCommandHeader:973; Badge:985; Badge:986; Badge:987; Card:1005; CardHeader:1006; CardTitle:1007; CardBody:1009; Input:1013; Input:1018; Input:1024; Input:1029; Card:1037; CardHeader:1038; ClipboardList:1044; CardTitle:1045; ChevronUp:1048; ChevronDown:1048; CardBody:1053; Button:1128; Loader2:1129; Wand2:1129; Card:1134; CardHeader:1135; CardTitle:1136; CardBody:1138; Input:1145; Input:1150; Button:1156; Trash2:1158; Button:1164; Plus:1166; Card:1172; CardHeader:1173; CardTitle:1174; CardBody:1176; Select:1185; Input:1191; Input:1196; Input:1216; Switch:1222; Button:1230; Trash2:1232; Textarea:1237; Textarea:1242; Input:1248; Input:1256; Button:1264; Plus:1266; Button:1279; Trash2:1281; Card:1290; Building2:1292; Input:1293; Button:1300; Copy:1301; Button:1304; Trash2:1305; CardBody:1312; Input:1326; Input:1331; Input:1336; Select:1341; Switch:1350; Button:1365; Trash2:1366; Button:1375; Plus:1376; Input:1386; Button:1398; Plus:1399; Card:1403; CardHeader:1404; CardTitle:1405; CardBody:1407; Input:1415; Input:1420; Switch:1426; Button:1431; Trash2:1433; Textarea:1437; Button:1445; Plus:1447; Card:1453; CardHeader:1454; CardTitle:1455; CardBody:1457; Textarea:1458; Card:1466; CardHeader:1467; CardTitle:1468; CardBody:1470; Select:1484; Input:1511; Input:1523; Card:1533; CardHeader:1534; CardTitle:1535; CardBody:1537; Textarea:1538; Card:1549; CardHeader:1550; CardTitle:1551; CardBody:1553; Card:1572; CardBody:1573; Button:1575; Loader2:1576; CheckCircle2:1576; Button:1580; Loader2:1581; Download:1581; Select:1586; Button:1591; Loader2:1592; SendIcon:1592; Button:1602; LinkIcon:1603; Button:1608; Loader2:1609; CheckCircle2:1609; Card:1616; CardBody:1617,back=Estimates:977,GET/default ${…}${…}:24; GET/default /admin/estimates/${…}/proposal:341; GET/default /admin/estimates/${…}/proposal:350; GET/default /admin/estimates/${…}/proposal/generated:374; PUT /admin/estimates/${…}/proposal:793; GET/default /admin/estimates/${…}/proposal:807; GET/default ${…}/admin/estimates/${…}/proposal.pdf:846; POST /admin/estimates/${…}/send:886; POST /admin/estimates/${…}/mark-accepted:921,,localStorage.getItem waves_admin_token:26; useParams None:187; localStorage.getItem waves_admin_token:847; ,,client/src/components/ui/index.js; client/src/components/admin/AdminCommandHeader.jsx
client/src/pages/admin/CommunicationsPage.jsx,StatCard:338; StatCardWithHealth:378; PhoneCard:454; StatusBadge:560; TypeBadge:588; SmsLogItem:607; ChannelBar:773; ConversationView:838; CallLogTab:982; CSRCoachTab:1849; SmsTemplatesTab:2423; PhoneNumbersTab:2750,StatusBadge:692; TypeBadge:693; CallBridgeLink:876; TypeBadge:967; StatusBadge:968; AuthenticatedCallAudio:1795; StatCard:2917; StatCard:2922; StatCard:2927; StatCard:2932; StatCard:2937; StatCard:2942,gray=Unassigned:2383; red=Dormant (no inbound):2385; green=Active (${…}d ago):2390; amber=Low activity (${…}d ago):2396; red=Dormant (${…}d ago):2401,GET/default ${…}${…}:59; GET/default /ai/admin/calls${…}:1003; POST /admin/communications/call:1027; PUT /admin/call-recordings/calls/${…}/disposition:1062; GET/default ${…}/admin/customers?search=${…}&limit=8:1393; GET/default /admin/csr/overview?days=30:1859; GET/default /admin/csr/follow-up-tasks:1860; GET/default /admin/csr/weekly-recommendation:1861; GET/default /admin/csr/leaderboard:1862; GET/default /admin/csr/lead-quality?days=30:1863; PUT /admin/csr/follow-up-tasks/${…}:1875; GET/default /admin/csr/follow-up-tasks:1879; GET/default /admin/sms-templates:2432; PUT /admin/sms-templates/${…}:2443; PUT /admin/sms-templates/${…}:2458,,localStorage.getItem waves_admin_token:61; localStorage.getItem waves_admin_token:1397; ,,client/src/pages/admin/CallRecordingsPanel.jsx; client/src/components/admin/AuthenticatedCallAudio.jsx; client/src/components/admin/PushSettings.jsx; client/src/components/admin/CallBridgeLink.jsx
